* Top 60,000 lemmas, with word forms for each lemma
* This sample data is taken from the one billion word Corpus of Contemporary American English (COCA)
(www.english-corpora.org/coca), which is the only corpus of English that is large, up-to-date, and is based on a wide range of genres.
* For complete word frequency data from COCA, please see https://www.wordfrequency.info
* For instructions on using this file in Excel, see https://www.wordfrequency.info/freqTxtToExcel.pdf
* For an explanation of the columns below, see https://www.wordfrequency.info/files.asp
----- Before converting file to Excel, remove the first eight lines, with the first line being the one starting with "rank"

lemRank	lemma	PoS	lemFreq	wordFreq	word
7795	saw	n	5722	4662	saw
7795	saw	n	5722	1060	saws
7805	bearing	n	5707	3142	bearing
7805	bearing	n	5707	2565	bearings
7815	territorial	j	5691	5691	territorial
7825	withstand	v	5683	4538	withstand
7825	withstand	v	5683	757	withstood
7825	withstand	v	5683	265	withstanding
7825	withstand	v	5683	123	withstands
7835	sucker	n	5675	3800	sucker
7835	sucker	n	5675	1875	suckers
7845	muddy	j	5663	5582	muddy
7845	muddy	j	5663	62	muddier
7845	muddy	j	5663	19	muddiest
7855	sewer	n	5652	4229	sewer
7855	sewer	n	5652	1423	sewers
7865	coward	n	5641	3818	coward
7865	coward	n	5641	1823	cowards
7875	bracket	n	5629	3552	bracket
7875	bracket	n	5629	2077	brackets
7885	serum	n	5615	5510	serum
7885	serum	n	5615	105	serums
7895	working	n	5599	3146	workings
7895	working	n	5599	2453	working
7905	ambiguous	j	5586	5586	ambiguous
7915	prevailing	j	5573	5573	prevailing
7925	underneath	r	5562	5562	underneath
7935	pest	n	5548	2922	pest
7935	pest	n	5548	2626	pests
7945	demographics	n	5531	5531	demographics
7955	outraged	j	5520	5520	outraged
7965	dive	n	5507	5001	dive
7965	dive	n	5507	506	dives
7975	yogurt	n	5495	5362	yogurt
7975	yogurt	n	5495	133	yogurts
7985	split	j	5482	5458	split
7985	split	j	5482	24	splitter
7995	ethanol	n	5469	5465	ethanol
8005	trans	n	5459	5459	trans
8015	shower	v	5443	2049	showered
8015	shower	v	5443	1950	shower
8015	shower	v	5443	1177	showering
8015	shower	v	5443	267	showers
8025	theologian	n	5433	3405	theologians
8025	theologian	n	5433	2028	theologian
8035	perpetrator	n	5423	3035	perpetrators
8035	perpetrator	n	5423	2388	perpetrator
8045	pull	n	5412	5032	pull
8045	pull	n	5412	376	pulls
8055	interviewer	n	5404	4117	interviewer
8055	interviewer	n	5404	1287	interviewers
8065	structure	v	5387	3640	structured
8065	structure	v	5387	800	structures
8065	structure	v	5387	525	structure
8065	structure	v	5387	422	structuring
8075	bowling	n	5379	5379	bowling
8085	bureaucrat	n	5367	4128	bureaucrats
8085	bureaucrat	n	5367	1239	bureaucrat
8095	almond	n	5354	2853	almonds
8095	almond	n	5354	2501	almond
8105	floating	j	5343	5343	floating
8115	pact	n	5334	4851	pact
8115	pact	n	5334	483	pacts
8125	flyer	n	5326	2796	flyers
8125	flyer	n	5326	2530	flyer
8135	premier	j	5314	5314	premier
8145	spike	v	5305	2693	spike
8145	spike	v	5305	1890	spiked
8145	spike	v	5305	537	spiking
8145	spike	v	5305	185	spikes
8155	beetle	n	5292	2860	beetle
8155	beetle	n	5292	2432	beetles
8165	convicted	j	5279	5279	convicted
8175	brink	n	5266	5137	brink
8175	brink	n	5266	129	brinks
8185	Scottish	j	5251	5251	scottish
8195	swim	n	5240	5190	swim
8195	swim	n	5240	50	swims
8205	initial	n	5229	2786	initial
8205	initial	n	5229	2443	initials
8215	bakery	n	5216	4504	bakery
8215	bakery	n	5216	712	bakeries
8225	prolonged	j	5207	5207	prolonged
8235	erode	v	5197	2236	eroded
8235	erode	v	5197	1847	erode
8235	erode	v	5197	579	erodes
8235	erode	v	5197	535	eroding
8245	liable	j	5190	5190	liable
8255	fry	v	5178	3268	fry
8255	fry	v	5178	1426	fried
8255	fry	v	5178	484	frying
8265	strait	n	5169	2977	strait
8265	strait	n	5169	2192	straits
8275	detainee	n	5153	3968	detainees
8275	detainee	n	5153	1185	detainee
8285	cram	v	5137	3120	crammed
8285	cram	v	5137	1230	cram
8285	cram	v	5137	668	cramming
8285	cram	v	5137	119	crams
8295	redefine	v	5124	2100	redefine
8295	redefine	v	5124	1321	redefining
8295	redefine	v	5124	1316	redefined
8295	redefine	v	5124	262	redefines
8295	redefine	v	5124	59	re-defined
8295	redefine	v	5124	57	re-define
8295	redefine	v	5124	9	re-defines
8305	brochure	n	5113	3039	brochure
8305	brochure	n	5113	2074	brochures
8315	dependency	n	5102	4465	dependency
8315	dependency	n	5102	637	dependencies
8325	shorten	v	5096	1840	shorten
8325	shorten	v	5096	1605	shortened
8325	shorten	v	5096	1327	shortening
8325	shorten	v	5096	324	shortens
8335	paralyze	v	5090	3829	paralyzed
8335	paralyze	v	5090	548	paralyzing
8335	paralyze	v	5090	528	paralyze
8335	paralyze	v	5090	185	paralyzes
8345	acting	j	5078	5078	acting
8355	binding	j	5065	5065	binding
8365	irrigation	n	5052	5025	irrigation
8365	irrigation	n	5052	27	irrigations
8375	cruelty	n	5045	4719	cruelty
8375	cruelty	n	5045	326	cruelties
8385	sideways	r	5034	5034	sideways
8395	informative	j	5020	5020	informative
8405	grenade	n	5010	2770	grenade
8405	grenade	n	5010	2240	grenades
8415	refined	j	5001	5001	refined
8425	ritual	j	4988	4988	ritual
8435	hostess	n	4982	4719	hostess
8435	hostess	n	4982	263	hostesses
8445	glowing	j	4972	4972	glowing
8455	furnish	v	4962	2508	furnished
8455	furnish	v	4962	1674	furnish
8455	furnish	v	4962	429	furnishing
8455	furnish	v	4962	351	furnishes
8465	causal	j	4955	4955	causal
8475	needless	j	4942	4942	needless
8485	casting	n	4933	4583	casting
8485	casting	n	4933	350	castings
8495	reel	v	4919	2578	reeling
8495	reel	v	4919	924	reeled
8495	reel	v	4919	909	reel
8495	reel	v	4919	508	reels
8505	wig	n	4914	3585	wig
8505	wig	n	4914	1329	wigs
8515	PE	n	4901	4526	pe
8515	PE	n	4901	254	pes
8515	PE	n	4901	121	pei
8525	buzz	v	4887	2459	buzzing
8525	buzz	v	4887	2032	buzzed
8525	buzz	v	4887	392	buzzes
8535	focal	j	4880	4880	focal
8545	unhealthy	j	4874	4815	unhealthy
8545	unhealthy	j	4874	31	unhealthier
8545	unhealthy	j	4874	28	unhealthiest
8555	buffer	n	4863	4068	buffer
8555	buffer	n	4863	795	buffers
8565	mold	v	4856	1689	mold
8565	mold	v	4856	1598	molded
8565	mold	v	4856	1230	molding
8565	mold	v	4856	339	molds
8575	answering	j	4849	4849	answering
8585	cough	n	4840	4197	cough
8585	cough	n	4840	643	coughs
8595	statutory	j	4831	4831	statutory
8605	anecdote	n	4824	2656	anecdotes
8605	anecdote	n	4824	2168	anecdote
8615	specially	r	4816	4816	specially
8625	shrub	n	4808	3222	shrubs
8625	shrub	n	4808	1586	shrub
8635	zoom	v	4801	2314	zoom
8635	zoom	v	4801	1019	zoomed
8635	zoom	v	4801	898	zooming
8635	zoom	v	4801	570	zooms
8645	reconstruct	v	4785	2264	reconstruct
8645	reconstruct	v	4785	1473	reconstructed
8645	reconstruct	v	4785	882	reconstructing
8645	reconstruct	v	4785	166	reconstructs
8655	questioning	n	4771	4739	questioning
8655	questioning	n	4771	32	questionings
8665	cheerful	j	4762	4762	cheerful
8675	temp	n	4752	2734	temp
8675	temp	n	4752	2018	temps
8685	solicit	v	4746	1664	solicit
8685	solicit	v	4746	1482	soliciting
8685	solicit	v	4746	1408	solicited
8685	solicit	v	4746	192	solicits
8695	agony	n	4736	4425	agony
8695	agony	n	4736	311	agonies
8705	intended	j	4728	4728	intended
8715	prosperous	j	4720	4720	prosperous
8725	splash	n	4708	4113	splash
8725	splash	n	4708	595	splashes
8735	unsuccessful	j	4701	4701	unsuccessful
8745	lineage	n	4691	3420	lineage
8745	lineage	n	4691	1271	lineages
8755	crow	n	4678	2517	crow
8755	crow	n	4678	2161	crows
8765	cache	n	4665	4665	cache
8775	curb	n	4660	4355	curb
8775	curb	n	4660	304	curbs
8785	decree	n	4655	3463	decree
8785	decree	n	4655	1192	decrees
8795	succumb	v	4645	1801	succumbed
8795	succumb	v	4645	1738	succumb
8795	succumb	v	4645	789	succumbing
8795	succumb	v	4645	317	succumbs
8805	accessibility	n	4640	4640	accessibility
8815	marsh	n	4637	2737	marsh
8815	marsh	n	4637	1900	marshes
8825	born	j	4628	4628	born
8835	suicidal	j	4621	4621	suicidal
8845	unify	v	4611	2408	unified
8845	unify	v	4611	1451	unify
8845	unify	v	4611	469	unifying
8845	unify	v	4611	283	unifies
8855	fingernail	n	4606	3421	fingernails
8855	fingernail	n	4606	1185	fingernail
8865	visualize	v	4600	2717	visualize
8865	visualize	v	4600	801	visualizing
8865	visualize	v	4600	777	visualized
8865	visualize	v	4600	146	visualizes
8865	visualize	v	4600	79	visualised
8865	visualize	v	4600	73	visualise
8865	visualize	v	4600	7	visualises
8875	nonexistent	j	4596	2836	nonexistent
8875	nonexistent	j	4596	1760	non-existent
8885	novice	n	4588	3430	novice
8885	novice	n	4588	1158	novices
8895	fallout	n	4578	4410	fallout
8895	fallout	n	4578	132	fall-out
8895	fallout	n	4578	32	fallouts
8905	outweigh	v	4571	2389	outweigh
8905	outweigh	v	4571	1113	outweighed
8905	outweigh	v	4571	940	outweighs
8905	outweigh	v	4571	129	outweighing
8915	tweak	v	4560	1679	tweak
8915	tweak	v	4560	1354	tweaked
8915	tweak	v	4560	1209	tweaking
8915	tweak	v	4560	318	tweaks
8925	veggie	n	4551	2937	veggies
8925	veggie	n	4551	1614	veggie
8935	loft	n	4543	3879	loft
8935	loft	n	4543	664	lofts
8945	downward	j	4537	4537	downward
8955	broccoli	n	4530	4530	broccoli
8965	lighter	n	4522	4117	lighter
8965	lighter	n	4522	405	lighters
8975	retaliation	n	4515	4478	retaliation
8975	retaliation	n	4515	37	retaliations
8985	lag	v	4509	1507	lagged
8985	lag	v	4509	1165	lag
8985	lag	v	4509	1088	lagging
8985	lag	v	4509	749	lags
8995	checkpoint	n	4503	2407	checkpoint
8995	checkpoint	n	4503	2096	checkpoints
9005	suffice	v	4493	3747	suffice
9005	suffice	v	4493	417	suffices
9005	suffice	v	4493	321	sufficed
9005	suffice	v	4493	8	sufficing
9015	console	v	4478	2775	console
9015	console	v	4478	903	consoles
9015	console	v	4478	571	consoled
9015	console	v	4478	229	consoling
9025	Protestant	n	4472	3076	protestants
9025	Protestant	n	4472	1396	protestant
9035	creed	n	4461	3749	creed
9035	creed	n	4461	712	creeds
9045	inflammatory	j	4454	4454	inflammatory
9055	farewell	n	4447	4164	farewell
9055	farewell	n	4447	283	farewells
9065	sexist	j	4438	4438	sexist
9075	humidity	n	4432	4411	humidity
9075	humidity	n	4432	21	humidities
9085	boiling	j	4417	4417	boiling
9095	present	r	4407	4407	present
9105	spill	n	4394	3575	spill
9105	spill	n	4394	819	spills
9115	chrome	n	4386	4382	chrome
9125	linkage	n	4382	2596	linkage
9125	linkage	n	4382	1786	linkages
9135	blizzard	n	4368	3943	blizzard
9135	blizzard	n	4368	425	blizzards
9145	pinpoint	v	4357	2928	pinpoint
9145	pinpoint	v	4357	614	pinpointed
9145	pinpoint	v	4357	431	pinpointing
9145	pinpoint	v	4357	340	pinpoints
9145	pinpoint	v	4357	25	pin-point
9145	pinpoint	v	4357	8	pin-pointed
9145	pinpoint	v	4357	7	pin-pointing
9155	fashionable	j	4350	4350	fashionable
9165	paperback	n	4341	3685	paperback
9165	paperback	n	4341	656	paperbacks
9175	brighten	v	4332	1643	brighten
9175	brighten	v	4332	1490	brightened
9175	brighten	v	4332	600	brightens
9175	brighten	v	4332	599	brightening
9185	relic	n	4321	2240	relic
9185	relic	n	4321	2081	relics
9195	ornament	n	4309	2399	ornaments
9195	ornament	n	4309	1910	ornament
9205	facet	n	4301	2453	facets
9205	facet	n	4301	1848	facet
9215	nervously	r	4292	4292	nervously
9225	graceful	j	4286	4286	graceful
9235	listening	j	4278	4278	listening
9245	collective	n	4270	3834	collective
9245	collective	n	4270	436	collectives
9255	mantra	n	4263	3909	mantra
9255	mantra	n	4263	354	mantras
9265	exceptionally	r	4256	4256	exceptionally
9275	strangle	v	4249	2033	strangled
9275	strangle	v	4249	1350	strangle
9275	strangle	v	4249	747	strangling
9275	strangle	v	4249	119	strangles
9285	his/her	a	4243	4243	his/her
9295	grouping	n	4236	2639	grouping
9295	grouping	n	4236	1597	groupings
9305	envy	n	4224	4196	envy
9305	envy	n	4224	28	envies
9315	headlight	n	4218	3565	headlights
9315	headlight	n	4218	653	headlight
9325	Methodist	j	4212	4212	methodist
9335	tutor	n	4208	2588	tutor
9335	tutor	n	4208	1620	tutors
9345	germ	n	4204	2374	germs
9345	germ	n	4204	1830	germ
9355	wonderfully	r	4199	4199	wonderfully
9365	chalk	n	4187	4055	chalk
9365	chalk	n	4187	132	chalks
9375	geological	j	4175	4175	geological
9385	fulfillment	n	4164	4131	fulfillment
9385	fulfillment	n	4164	33	fulfillments
9395	yeast	n	4157	3935	yeast
9395	yeast	n	4157	222	yeasts
9405	mailbox	n	4151	3353	mailbox
9405	mailbox	n	4151	798	mailboxes
9415	protector	n	4141	2758	protector
9415	protector	n	4141	1383	protectors
9425	slam	n	4135	4135	slam
9435	apocalypse	n	4131	4064	apocalypse
9435	apocalypse	n	4131	67	apocalypses
9445	shelter	v	4122	1346	shelter
9445	shelter	v	4122	1120	sheltered
9445	shelter	v	4122	961	shelters
9445	shelter	v	4122	695	sheltering
9455	inflate	v	4114	1639	inflated
9455	inflate	v	4114	1441	inflate
9455	inflate	v	4114	728	inflating
9455	inflate	v	4114	306	inflates
9465	Bosnian	j	4108	4108	bosnian
9475	mingle	v	4099	1758	mingle
9475	mingle	v	4099	1245	mingled
9475	mingle	v	4099	854	mingling
9475	mingle	v	4099	242	mingles
9485	sexism	n	4090	4090	sexism
9495	plumbing	n	4084	4084	plumbing
9505	dent	n	4078	3445	dent
9505	dent	n	4078	633	dents
9515	reread	v	4069	1759	reread
9515	reread	v	4069	1169	re-read
9515	reread	v	4069	714	rereading
9515	reread	v	4069	330	re-reading
9515	reread	v	4069	62	rereads
9515	reread	v	4069	35	re-reads
9525	Bulldog	n	4065	2475	bulldogs
9525	Bulldog	n	4065	1590	bulldog
9535	versatile	j	4054	4054	versatile
9545	statistic	n	4049	4049	statistic
9555	relay	v	4039	1683	relay
9555	relay	v	4039	1363	relayed
9555	relay	v	4039	555	relaying
9555	relay	v	4039	426	relays
9555	relay	v	4039	12	relaid
9565	preheat	v	4032	3876	preheat
9565	preheat	v	4032	78	preheated
9565	preheat	v	4032	62	preheating
9565	preheat	v	4032	16	preheats
9575	consulate	n	4018	3627	consulate
9575	consulate	n	4018	391	consulates
9585	gypsy	n	4006	2823	gypsy
9585	gypsy	n	4006	1183	gypsies
9595	concur	v	4001	1584	concur
9595	concur	v	4001	922	concurring
9595	concur	v	4001	862	concurred
9595	concur	v	4001	633	concurs
9605	avoidance	n	3991	3966	avoidance
9605	avoidance	n	3991	25	avoidances
9615	tortilla	n	3980	2117	tortillas
9615	tortilla	n	3980	1863	tortilla
9625	proficiency	n	3967	3826	proficiency
9625	proficiency	n	3967	141	proficiencies
9635	mediocre	j	3956	3956	mediocre
9645	hierarchical	j	3952	3952	hierarchical
9655	tutorial	n	3945	2645	tutorial
9655	tutorial	n	3945	1300	tutorials
9665	austerity	n	3934	3886	austerity
9665	austerity	n	3934	48	austerities
9675	experimentation	n	3925	3875	experimentation
9675	experimentation	n	3925	50	experimentations
9685	game	v	3920	2346	gaming
9685	game	v	3920	1182	game
9685	game	v	3920	256	games
9685	game	v	3920	136	gamed
9695	deacon	n	3916	2995	deacon
9695	deacon	n	3916	921	deacons
9705	longing	n	3906	3378	longing
9705	longing	n	3906	528	longings
9715	profile	v	3896	1307	profiled
9715	profile	v	3896	1207	profiling
9715	profile	v	3896	889	profile
9715	profile	v	3896	493	profiles
9725	resilience	n	3890	3890	resilience
9735	stern	j	3884	3632	stern
9735	stern	j	3884	189	sterner
9735	stern	j	3884	63	sternest
9745	gladly	r	3877	3877	gladly
9755	cleanse	v	3871	1903	cleanse
9755	cleanse	v	3871	1006	cleansed
9755	cleanse	v	3871	729	cleansing
9755	cleanse	v	3871	233	cleanses
9765	logistics	n	3864	3864	logistics
9775	Catholicism	n	3859	3859	catholicism
9785	evade	v	3849	2061	evade
9785	evade	v	3849	846	evading
9785	evade	v	3849	726	evaded
9785	evade	v	3849	216	evades
9795	enrichment	n	3843	3798	enrichment
9795	enrichment	n	3843	45	enrichments
9805	salty	j	3834	3648	salty
9805	salty	j	3834	151	saltier
9805	salty	j	3834	35	saltiest
9815	seep	v	3824	1184	seeping
9815	seep	v	3824	1122	seeped
9815	seep	v	3824	883	seep
9815	seep	v	3824	635	seeps
9825	unauthorized	j	3817	3817	unauthorized
9835	guided	j	3813	3813	guided
9845	darken	v	3804	1770	darkened
9845	darken	v	3804	842	darken
9845	darken	v	3804	739	darkening
9845	darken	v	3804	453	darkens
9855	alternate	v	3797	1486	alternate
9855	alternate	v	3797	1213	alternating
9855	alternate	v	3797	674	alternated
9855	alternate	v	3797	424	alternates
9865	vegetarian	j	3790	3790	vegetarian
9875	rebel	v	3786	2173	rebel
9875	rebel	v	3786	888	rebelled
9875	rebel	v	3786	555	rebelling
9875	rebel	v	3786	170	rebels
9885	immortal	j	3781	3781	immortal
9895	martini	n	3774	2677	martini
9895	martini	n	3774	1097	martinis
9905	scientifically	r	3770	3770	scientifically
9915	trickle	v	3764	1234	trickle
9915	trickle	v	3764	1125	trickled
9915	trickle	v	3764	961	trickling
9915	trickle	v	3764	444	trickles
9925	aroma	n	3752	2809	aroma
9925	aroma	n	3752	943	aromas
9935	one-year	j	3745	3745	one-year
9945	lily	n	3740	1874	lily
9945	lily	n	3740	1866	lilies
9955	generating	j	3735	3735	generating
9965	rover	n	3731	2881	rover
9965	rover	n	3731	850	rovers
9975	pleasing	j	3725	3725	pleasing
9985	dot	v	3718	2391	dotted
9985	dot	v	3718	787	dot
9985	dot	v	3718	540	dotting
9995	grunting	n	3714	3709	grunting
9995	grunting	n	3714	5	gruntings
10005	moth	n	3707	2015	moth
10005	moth	n	3707	1692	moths
10015	coroner	n	3704	3425	coroner
10015	coroner	n	3704	279	coroners
10025	superior	n	3699	2777	superiors
10025	superior	n	3699	922	superior
10035	hand-held	j	3694	2398	handheld
10035	hand-held	j	3694	1296	hand-held
10045	cranberry	n	3688	2088	cranberry
10045	cranberry	n	3688	1600	cranberries
10055	original	n	3681	1913	originals
10055	original	n	3681	1768	original
10065	handout	n	3673	1992	handouts
10065	handout	n	3673	1510	handout
10065	handout	n	3673	87	hand-outs
10065	handout	n	3673	84	hand-out
10075	ATM	n	3664	2977	atm
10075	ATM	n	3664	687	atms
10085	Lutheran	j	3660	3660	lutheran
10095	mailing	n	3652	2957	mailing
10095	mailing	n	3652	695	mailings
10105	reaffirm	v	3649	1536	reaffirmed
10105	reaffirm	v	3649	1067	reaffirm
10105	reaffirm	v	3649	482	reaffirming
10105	reaffirm	v	3649	472	reaffirms
10105	reaffirm	v	3649	30	re-affirm
10105	reaffirm	v	3649	27	re-affirmed
10105	reaffirm	v	3649	21	re-affirming
10105	reaffirm	v	3649	14	re-affirms
10115	persuasion	n	3641	3228	persuasion
10115	persuasion	n	3641	413	persuasions
10125	size	v	3636	2235	sized
10125	size	v	3636	924	sizing
10125	size	v	3636	395	size
10125	size	v	3636	82	sizes
10135	rusty	j	3627	3596	rusty
10135	rusty	j	3627	23	rustier
10135	rusty	j	3627	8	rustiest
10145	undecided	j	3617	3617	undecided
10155	self-determination	n	3612	3579	self-determination
10155	self-determination	n	3612	33	selfdetermination
10165	Abbey	n	3605	3535	abbey
10165	Abbey	n	3605	70	abbeys
10175	surreal	j	3597	3597	surreal
10185	micro	j	3593	3441	micro
10185	micro	j	3593	152	micros
10195	ballroom	n	3586	3415	ballroom
10195	ballroom	n	3586	171	ballrooms
10205	profess	v	3579	1462	profess
10205	profess	v	3579	924	professed
10205	profess	v	3579	613	professing
10205	profess	v	3579	580	professes
10215	overt	j	3572	3572	overt
10225	sacrament	n	3568	2214	sacrament
10225	sacrament	n	3568	1354	sacraments
10235	IP	n	3564	3142	ip
10235	IP	n	3564	418	ips
10245	inscription	n	3556	2475	inscription
10245	inscription	n	3556	1081	inscriptions
10255	cove	n	3552	3171	cove
10255	cove	n	3552	381	coves
10265	blur	n	3546	3336	blur
10265	blur	n	3546	210	blurs
10275	celestial	j	3537	3537	celestial
10285	paranoia	n	3531	3512	paranoia
10285	paranoia	n	3531	19	paranoias
10295	angrily	r	3523	3523	angrily
10305	curtail	v	3520	1640	curtail
10305	curtail	v	3520	1218	curtailed
10305	curtail	v	3520	570	curtailing
10305	curtail	v	3520	92	curtails
10315	outskirts	n	3514	3489	outskirts
10315	outskirts	n	3514	16	outskirt
10315	outskirts	n	3514	9	out-skirts
10325	nausea	n	3510	3510	nausea
10335	haul	n	3504	3299	haul
10335	haul	n	3504	205	hauls
10345	lighthouse	n	3494	3153	lighthouse
10345	lighthouse	n	3494	327	lighthouses
10345	lighthouse	n	3494	14	light-house
10355	dagger	n	3482	2749	dagger
10355	dagger	n	3482	733	daggers
10365	obstruct	v	3479	1314	obstruct
10365	obstruct	v	3479	1061	obstructing
10365	obstruct	v	3479	909	obstructed
10365	obstruct	v	3479	195	obstructs
10375	repetitive	j	3467	3467	repetitive
10385	commend	v	3465	1832	commend
10385	commend	v	3465	1219	commended
10385	commend	v	3465	209	commends
10385	commend	v	3465	205	commending
10395	rift	n	3459	3017	rift
10395	rift	n	3459	442	rifts
10405	platoon	n	3453	3115	platoon
10405	platoon	n	3453	338	platoons
10415	retrospective	j	3444	3444	retrospective
10425	hanging	j	3440	3440	hanging
10435	dissatisfaction	n	3434	3344	dissatisfaction
10435	dissatisfaction	n	3434	90	dissatisfactions
10445	horde	n	3425	1774	hordes
10445	horde	n	3425	1651	horde
10455	devoid	j	3414	3414	devoid
10465	brave	v	3408	1405	braves
10465	brave	v	3408	1068	brave
10465	brave	v	3408	533	braved
10465	brave	v	3408	402	braving
10475	front-runner	n	3403	1899	front-runner
10475	front-runner	n	3403	905	frontrunner
10475	front-runner	n	3403	407	front-runners
10475	front-runner	n	3403	192	frontrunners
10485	debacle	n	3399	3210	debacle
10485	debacle	n	3399	189	debacles
10495	sect	n	3393	2202	sect
10495	sect	n	3393	1191	sects
10505	scrap	v	3388	1539	scrap
10505	scrap	v	3388	1342	scrapped
10505	scrap	v	3388	485	scrapping
10505	scrap	v	3388	22	scraps
10515	spoiler	n	3384	1906	spoiler
10515	spoiler	n	3384	1478	spoilers
10525	thrilling	j	3378	3378	thrilling
10535	restart	v	3373	2113	restart
10535	restart	v	3373	623	restarted
10535	restart	v	3373	411	restarting
10535	restart	v	3373	111	restarts
10535	restart	v	3373	63	re-start
10535	restart	v	3373	33	re-started
10535	restart	v	3373	19	re-starting
10545	leash	n	3369	3034	leash
10545	leash	n	3369	335	leashes
10555	deserving	j	3363	3363	deserving
10565	lifting	n	3357	3357	lifting
10575	crescent	n	3352	3147	crescent
10575	crescent	n	3352	205	crescents
10585	peek	n	3347	3164	peek
10585	peek	n	3347	182	peeks
10595	neutron	n	3341	2168	neutron
10595	neutron	n	3341	1173	neutrons
10605	computational	j	3336	3336	computational
10615	shampoo	n	3333	2889	shampoo
10615	shampoo	n	3333	444	shampoos
10625	amidst	i	3327	3327	amidst
10635	forgotten	j	3323	3323	forgotten
10645	putt	n	3319	2185	putt
10645	putt	n	3319	1081	putts
10645	putt	n	3319	53	putti
10655	coronary	j	3315	3315	coronary
10665	equitable	j	3311	3311	equitable
10675	voltage	n	3305	2991	voltage
10675	voltage	n	3305	314	voltages
10685	abduct	v	3301	2621	abducted
10685	abduct	v	3301	359	abduct
10685	abduct	v	3301	272	abducting
10685	abduct	v	3301	49	abducts
10695	homestead	n	3297	3017	homestead
10695	homestead	n	3297	280	homesteads
10705	ultrasound	n	3292	3031	ultrasound
10705	ultrasound	n	3292	261	ultrasounds
10715	colonist	n	3286	3031	colonists
10715	colonist	n	3286	255	colonist
10725	conveniently	r	3283	3283	conveniently
10735	powerhouse	n	3282	2743	powerhouse
10735	powerhouse	n	3282	539	powerhouses
10745	paddle	v	3277	1240	paddle
10745	paddle	v	3277	1122	paddling
10745	paddle	v	3277	705	paddled
10745	paddle	v	3277	210	paddles
10755	cloud	v	3273	1622	clouded
10755	cloud	v	3273	1065	cloud
10755	cloud	v	3273	428	clouding
10755	cloud	v	3273	158	clouds
10765	relegate	v	3268	2389	relegated
10765	relegate	v	3268	421	relegate
10765	relegate	v	3268	307	relegating
10765	relegate	v	3268	151	relegates
10775	reappear	v	3264	1294	reappeared
10775	reappear	v	3264	1045	reappear
10775	reappear	v	3264	609	reappears
10775	reappear	v	3264	248	reappearing
10775	reappear	v	3264	31	re-appear
10775	reappear	v	3264	16	re-appeared
10775	reappear	v	3264	12	re-appears
10775	reappear	v	3264	9	re-appearing
10785	messaging	n	3257	3257	messaging
10795	incarceration	n	3251	3182	incarceration
10795	incarceration	n	3251	69	incarcerations
10805	classy	j	3246	2898	classy
10805	classy	j	3246	210	classier
10805	classy	j	3246	138	classiest
10815	computerized	j	3239	3239	computerized
10825	journalistic	j	3232	3232	journalistic
10835	fancy	n	3227	2852	fancy
10835	fancy	n	3227	375	fancies
10845	soprano	n	3223	1873	soprano
10845	soprano	n	3223	1350	sopranos
10855	tanker	n	3217	1956	tanker
10855	tanker	n	3217	1261	tankers
10865	at-risk	j	3210	3194	at-risk
10865	at-risk	j	3210	16	atrisk
10875	swoop	v	3206	1159	swooped
10875	swoop	v	3206	943	swoop
10875	swoop	v	3206	702	swooping
10875	swoop	v	3206	402	swoops
10885	horrifying	j	3200	3200	horrifying
10895	hassle	n	3196	2270	hassle
10895	hassle	n	3196	926	hassles
10905	humiliating	j	3190	3190	humiliating
10915	excavation	n	3186	1924	excavation
10915	excavation	n	3186	1262	excavations
10925	pollen	n	3181	3086	pollen
10925	pollen	n	3181	95	pollens
10935	flashback	n	3176	1690	flashback
10935	flashback	n	3176	1486	flashbacks
10945	adultery	n	3172	3117	adultery
10945	adultery	n	3172	55	adulteries
10955	punt	n	3168	2535	punt
10955	punt	n	3168	633	punts
10965	resurrect	v	3162	1458	resurrected
10965	resurrect	v	3162	1155	resurrect
10965	resurrect	v	3162	410	resurrecting
10965	resurrect	v	3162	139	resurrects
10975	vent	v	3157	1589	vent
10975	vent	v	3157	801	venting
10975	vent	v	3157	650	vented
10975	vent	v	3157	117	vents
10985	comparatively	r	3153	3153	comparatively
10995	worthy	n	3148	3053	worthy
10995	worthy	n	3148	95	worthies
11005	spiral	v	3142	1323	spiraling
11005	spiral	v	3142	705	spiraled
11005	spiral	v	3142	660	spiral
11005	spiral	v	3142	352	spirals
11005	spiral	v	3142	68	spiralling
11005	spiral	v	3142	34	spiralled
11015	fitting	j	3138	3138	fitting
11025	aha	u	3133	3133	aha
11035	generalize	v	3129	1641	generalize
11035	generalize	v	3129	787	generalized
11035	generalize	v	3129	569	generalizing
11035	generalize	v	3129	132	generalizes
11045	ascribe	v	3124	1414	ascribed
11045	ascribe	v	3124	1095	ascribe
11045	ascribe	v	3124	326	ascribing
11045	ascribe	v	3124	289	ascribes
11055	vividly	r	3120	3120	vividly
11065	boom	v	3115	1648	booming
11065	boom	v	3115	1359	boomed
11065	boom	v	3115	75	boom
11065	boom	v	3115	33	booms
11075	grope	v	3108	1304	groping
11075	grope	v	3108	1178	groped
11075	grope	v	3108	466	grope
11075	grope	v	3108	160	gropes
11085	coexist	v	3104	1610	coexist
11085	coexist	v	3104	547	co-exist
11085	coexist	v	3104	301	coexisting
11085	coexist	v	3104	298	coexisted
11085	coexist	v	3104	151	coexists
11085	coexist	v	3104	88	co-existing
